,seeker_post,response_post,ER_level,EX_level,IP_level,index,indices,seeker_post,familiarity_seeker,goal_support_seeker,suddenness_seeker,social_norms_seeker,not_consider_seeker,chance_responsblt_seeker,self_responsblt_seeker,other_control_seeker,pleasantness_seeker,predict_conseq_seeker,accept_conseq_seeker,predict_event_seeker,urgency_seeker,other_responsblt_seeker,self_control_seeker,chance_control_seeker,standards_seeker,goal_relevance_seeker,attention_seeker,unpleasantness_seeker,index,indices,response_post,familiarity_response,goal_support_response,suddenness_response,social_norms_response,not_consider_response,chance_responsblt_response,self_responsblt_response,other_control_response,pleasantness_response,predict_conseq_response,accept_conseq_response,predict_event_response,urgency_response,other_responsblt_response,self_control_response,chance_control_response,standards_response,goal_relevance_response,attention_response,unpleasantness_response
288,Any tips for improved self esteem?. My self esteem is honestly so low it may as well not exist. Any help on improving it would be great.,"When my depression was at its worst, I was lost as to what would make me feel better. I thought about what the kid version of me would think was impressive if the adult version of me actually did it. I remembered I'd always been fascinated by the seemingly impossible idea of doing a triathlon. I signed up for an Olympic distance one (way way less than an Ironman but still seemed like an almost impossible feat for me at the time) and 6 months later, I crossed the finish line. It felt good to complete and it felt good to be healthier than I'd ever been. Being fit and healthy is going to help manage depression, (/r/eood and /r/fitness are both great places) but maybe that's not your bag. Can you think of any goal that you have now (or one you can resurrect from the past) that you KNOW you'd feel great about completing?",0,2,2,576,1,Any tips for improved self esteem?. My self esteem is honestly so low it may as well not exist. Any help on improving it would be great.,3.115844964981079,2.8543304204940796,3.030050039291382,1.832278072834015,2.458872079849243,2.1404322385787964,3.090104818344116,3.4249894618988037,3.4209816455841064,3.1390748023986816,3.1237735748291016,2.834571361541748,2.9461491107940674,3.10962176322937,2.791936159133911,1.84170663356781,2.4984339475631714,3.2392492294311523,3.6124067306518555,2.6168333292007446,577,0,"When my depression was at its worst, I was lost as to what would make me feel better. I thought about what the kid version of me would think was impressive if the adult version of me actually did it. I remembered I'd always been fascinated by the seemingly impossible idea of doing a triathlon. I signed up for an Olympic distance one (way way less than an Ironman but still seemed like an almost impossible feat for me at the time) and 6 months later, I crossed the finish line. It felt good to complete and it felt good to be healthier than I'd ever been. Being fit and healthy is going to help manage depression, (/r/eood and /r/fitness are both great places) but maybe that's not your bag. Can you think of any goal that you have now (or one you can resurrect from the past) that you KNOW you'd feel great about completing?",2.788536548614502,2.0499852895736694,3.2017130851745605,2.3801671266555786,3.0144362449645996,1.9949468970298767,2.6117783784866333,3.3674514293670654,2.861581802368164,2.725155830383301,3.073784589767456,2.1806135177612305,3.682133436203003,3.5374481678009033,2.308458924293518,1.4941213726997375,2.955106735229492,3.4582412242889404,4.0064849853515625,3.004328966140747
289,Shame. Anyone just feel deeply ashamed to be you? I'm really ashamed of what I am I hate everything about myself and just feel like a freakshow for everyone and everything to laugh at.,"Yep. Shame, guilt and regret are my primary emotions.",0,0,2,578,1,Shame. Anyone just feel deeply ashamed to be you? I'm really ashamed of what I am I hate everything about myself and just feel like a freakshow for everyone and everything to laugh at.,3.3717598915100098,1.4690113961696625,2.8607364892959595,2.725502371788025,3.3211050033569336,1.952454924583435,3.0038483142852783,3.64200758934021,1.5663315057754517,2.9597989320755005,2.9899860620498657,2.9483642578125,3.314271926879883,3.2035470008850098,2.79800283908844,2.0489872694015503,3.354937791824341,2.938227415084839,3.3621976375579834,4.467490911483765,579,0,"Yep. Shame, guilt and regret are my primary emotions.",3.570749282836914,1.9372244477272034,2.6847822666168213,2.2276785373687744,3.4351415634155273,2.361825108528137,2.7239831686019897,3.0942492485046387,1.9301989674568176,3.1835765838623047,2.976474642753601,3.103687286376953,3.171278238296509,3.48773455619812,3.0528316497802734,1.8299018740653992,3.040980577468872,3.3397512435913086,3.825199604034424,3.810159921646118
290,"im so fucked. im totally fucked,my depression is so bad,i cant even open my eyes.",Hey buddy you are not alone. I spent a day where I literally didn't so much as sit up in bed a couple of weeks ago. Didn't eat or drink anything so I didn't need the bathroom which was good. I'm not at a point where I have any advice to give or anything but maybe you can find some comfort knowing that other people feel the same as you.,1,0,2,580,1,"im so fucked. im totally fucked,my depression is so bad,i cant even open my eyes.",2.948856830596924,1.9507490992546082,3.233160972595215,2.159350633621216,3.3189194202423096,2.676754355430603,3.1823699474334717,3.32283878326416,1.189023643732071,2.9661874771118164,2.9539620876312256,2.6788233518600464,3.6868152618408203,2.3990931510925293,2.378499746322632,1.817223310470581,2.860859751701355,2.7877674102783203,3.452650785446167,3.680985450744629,581,0,Hey buddy you are not alone. I spent a day where I literally didn't so much as sit up in bed a couple of weeks ago. Didn't eat or drink anything so I didn't need the bathroom which was good. I'm not at a point where I have any advice to give or anything but maybe you can find some comfort knowing that other people feel the same as you.,3.2023637294769287,2.371438145637512,2.863350510597229,1.8264390230178833,2.794059157371521,2.021346092224121,3.121293306350708,3.3157291412353516,2.787546396255493,3.165195941925049,3.2483327388763428,2.950592279434204,3.087313413619995,3.381734848022461,2.7981410026550293,1.9515340924263,2.3639791011810303,3.0815954208374023,3.610846519470215,3.1641011238098145
291,"I feel like Depression has made me more aware, but with less energy to handle issues.. So basically yeah, I'm not saying depression has made me smarter (lol, if only) But it basically has made me more aware regarding day to day issues going on around me, except, it took away all the energy for me to be able to react.","This has sorta happened to me too. I feel like I'm more cynical and aware, but I feel distant and like the issues don't really matter in the end.",0,0,2,582,1,"I feel like Depression has made me more aware, but with less energy to handle issues.. So basically yeah, I'm not saying depression has made me smarter (lol, if only) But it basically has made me more aware regarding day to day issues going on around me, except, it took away all the energy for me to be able to react.",3.0876455307006836,2.060519218444824,3.2030885219573975,2.3691067695617676,3.0844056606292725,2.135223388671875,3.0329811573028564,3.2280609607696533,1.9135961532592773,3.149597406387329,2.9644659757614136,2.9692091941833496,3.0792675018310547,3.123581886291504,2.698391079902649,1.8643743991851807,2.7205511331558228,3.4068984985351562,3.926914930343628,3.785646677017212,583,0,"This has sorta happened to me too. I feel like I'm more cynical and aware, but I feel distant and like the issues don't really matter in the end.",3.282824754714966,1.9625911116600037,3.026944637298584,2.4214953184127808,3.4757297039031982,2.014349102973938,3.110105514526367,3.1839187145233154,1.8630405068397522,2.9711060523986816,3.315664768218994,2.9703704118728638,3.3322901725769043,2.8174551725387573,2.81481397151947,1.7767568230628967,2.76994526386261,3.15773344039917,3.5945167541503906,3.741854667663574
292,The odds of finding someone who loves me are ridiculously low.. Like 5.135 It's actually painfully funny.,What sorts of things do you do to get yourself out there? Do you have any fun hobbies or anything? :),0,2,0,584,1,The odds of finding someone who loves me are ridiculously low.. Like 5.135 It's actually painfully funny.,2.879994034767151,1.7203200459480286,3.574895143508911,2.4527121782302856,3.0986266136169434,2.10333514213562,2.834797978401184,3.4006311893463135,1.3859915137290955,3.0493409633636475,2.8123629093170166,2.5057332515716553,3.2770497798919678,3.2204267978668213,2.22003972530365,1.6855790615081787,3.1079213619232178,3.322464942932129,3.303889274597168,3.896462917327881,585,0,What sorts of things do you do to get yourself out there? Do you have any fun hobbies or anything? :),3.7374725341796875,2.3400248289108276,2.717396855354309,2.0148130655288696,2.621364951133728,1.8259688019752502,2.969412088394165,3.0624473094940186,3.11626935005188,3.5099759101867676,3.335592031478882,2.9502846002578735,3.024843215942383,3.6316118240356445,3.3483104705810547,1.8492998480796814,2.622509241104126,3.0086021423339844,3.5823678970336914,2.7802783250808716
293,i hugged a pile of clothes for a long time today. thought about my ex-fiance thought about my mom,I need to do that.,0,0,0,586,1,i hugged a pile of clothes for a long time today. thought about my ex-fiance thought about my mom,2.497257113456726,2.8675875663757324,3.867310047149658,2.089302897453308,2.764684319496155,1.7619838118553162,2.7870758771896362,3.462249755859375,2.8370941877365112,2.9661126136779785,3.2603256702423096,2.5099083185195923,3.4286506175994873,3.953864574432373,2.4851185083389282,2.1089203357696533,2.7602906227111816,3.316903829574585,3.8027377128601074,3.2044577598571777,587,0,I need to do that.,3.482811689376831,2.454529285430908,2.7115029096603394,2.0029982328414917,2.5704482793807983,2.1144559383392334,4.25902795791626,3.042311906814575,2.2431033849716187,3.78055477142334,3.4781758785247803,3.3722097873687744,3.3423755168914795,3.2790842056274414,3.6829044818878174,1.86888188123703,2.7636139392852783,3.4278359413146973,3.6868679523468018,2.9492928981781006
294,"Apparently I should be happy that not everyone at work hates me. I had lunch with a colleague today at his invitation. After I returned to work, a fellow colleague asked where had I been and I accordingly told him. He then said, not everyone hates I am so glad.","Hm. I think they were just trying to make an off-hand joke or something. Sometimes (most of the time) co-workers berate each other. It's all banter most of the time. But if he took the time and interest to ask where you've been, I don't think he hates you. I understand why it upsets you, people like us, most people with depression, hang on to the little negative things throughout their day that most people brush off, and they eat away at us. But I want you to know, that it's okay. If it really made you uncomfortable, confront him / her about it. Or talk to HR if you want. Or your boss, or whomever. But don't hold a grudge against him / her. They most likely just didn't know how it would affect you. :c But das okay, because we're all here for you ^-^",1,0,2,588,1,"Apparently I should be happy that not everyone at work hates me. I had lunch with a colleague today at his invitation. After I returned to work, a fellow colleague asked where had I been and I accordingly told him. He then said, not everyone hates I am so glad.",2.888914942741394,2.557586669921875,3.2936837673187256,2.113856554031372,2.810012459754944,2.1827783584594727,2.5211344957351685,3.648983955383301,2.6385068893432617,2.96511971950531,3.087282419204712,3.038299322128296,3.255359411239624,3.8314404487609863,2.6302250623703003,2.0915647745132446,2.7048845291137695,2.886532783508301,3.486964225769043,3.376241445541382,589,0,"Hm. I think they were just trying to make an off-hand joke or something. Sometimes (most of the time) co-workers berate each other. It's all banter most of the time. But if he took the time and interest to ask where you've been, I don't think he hates you. I understand why it upsets you, people like us, most people with depression, hang on to the little negative things throughout their day that most people brush off, and they eat away at us. But I want you to know, that it's okay. If it really made you uncomfortable, confront him / her about it. Or talk to HR if you want. Or your boss, or whomever. But don't hold a grudge against him / her. They most likely just didn't know how it would affect you. :c But das okay, because we're all here for you ^-^",3.458005666732788,1.3571768999099731,2.923919200897217,2.882123351097107,3.4516561031341553,1.8169279098510742,2.336464762687683,3.333885669708252,1.4609355330467224,2.6642370223999023,2.9553418159484863,2.0441412925720215,3.3431153297424316,3.601170301437378,2.492216467857361,1.735216498374939,3.51642107963562,3.2779061794281006,3.528110980987549,4.356782674789429
295,Some one kill me please. Fuck this life fuck existence fuck everything fuck fuck,I want to sign up to that as well.,0,0,2,590,1,Some one kill me please. Fuck this life fuck existence fuck everything fuck fuck,2.9698450565338135,1.9467970132827759,2.95557177066803,1.9914754033088684,2.260236620903015,2.251285433769226,2.241098165512085,3.0007221698760986,2.16560435295105,3.2835097312927246,2.4645951986312866,2.1824597120285034,2.7113133668899536,2.8379098176956177,2.283910393714905,2.196238875389099,2.605943441390991,2.3578922748565674,3.2435073852539062,2.9041874408721924,591,0,I want to sign up to that as well.,3.5330657958984375,3.8993189334869385,1.852440059185028,1.0954259857535362,1.2824692130088806,1.7705939412117004,4.359893083572388,3.4407529830932617,4.605868339538574,3.8977370262145996,3.910367250442505,3.6852657794952393,3.033064126968384,3.4521596431732178,3.8636207580566406,1.7842839360237122,1.6390445828437805,3.189314842224121,3.8957066535949707,1.3701009154319763
296,I just want to stay home and lie down in the dark and curl up under the blankets until it gets better. Spoiler alert: it won't get better,"Then find something that you can put your all into and work on it. You need a distraction that doubles as a skill. Work towards that thing and put whatever you create on the internet. NaNoWriMo is going on, could take a crack at writing a book (every first book isn't good, don't worry, just have fun).",0,0,0,592,1,I just want to stay home and lie down in the dark and curl up under the blankets until it gets better. Spoiler alert: it won't get better,2.5799084901809692,2.273255228996277,3.352649688720703,1.794094443321228,3.687382221221924,2.924729824066162,2.3666521310806274,3.3867456912994385,2.3610373735427856,2.904103398323059,3.3307039737701416,2.9373066425323486,3.0821139812469482,3.7210280895233154,2.5790258646011353,2.914686441421509,2.0085620880126953,3.2276415824890137,3.474703311920166,4.016419410705566,593,0,"Then find something that you can put your all into and work on it. You need a distraction that doubles as a skill. Work towards that thing and put whatever you create on the internet. NaNoWriMo is going on, could take a crack at writing a book (every first book isn't good, don't worry, just have fun).",3.1144862174987793,2.280825972557068,2.564825177192688,2.113147735595703,2.42255699634552,1.9787065386772156,2.6061923503875732,3.269059658050537,2.3066104650497437,2.8608866930007935,3.231081962585449,2.5152021646499634,2.632181167602539,3.7327232360839844,2.566444516181946,1.7129380106925964,2.6841753721237183,2.788388729095459,3.7724804878234863,3.0724997520446777
297,How can I tell my mom that I have depression and why without crying?. Crying near people is the worst,"You really shouldn't be ashamed to cry in front of your mom. I understand it's embarrassing sometimes but hopefully she will understand how hard it is for you. She's seen you cry before, she knows you're human.",1,0,0,594,1,How can I tell my mom that I have depression and why without crying?. Crying near people is the worst,2.7845698595046997,1.5030997395515442,3.414494752883911,2.3948962688446045,4.0871453285217285,2.732133150100708,1.7477884888648987,3.2935805320739746,1.0069707906804979,2.4933844804763794,2.986778974533081,3.2474138736724854,3.449261426925659,3.5273516178131104,2.577454686164856,2.6607179641723633,3.087186574935913,2.7447822093963623,3.9966650009155273,5.141974925994873,595,0,"You really shouldn't be ashamed to cry in front of your mom. I understand it's embarrassing sometimes but hopefully she will understand how hard it is for you. She's seen you cry before, she knows you're human.",2.895849823951721,1.8561893105506897,3.677570343017578,2.3358089923858643,3.230024814605713,2.27534556388855,2.3576802015304565,3.5291175842285156,2.0010284185409546,3.1375327110290527,2.9161423444747925,3.0097663402557373,3.6006484031677246,3.887007236480713,2.5053712129592896,2.4016841650009155,3.046741008758545,3.108978271484375,3.7793924808502197,3.954533338546753
298,Tonight is the date.. It's 4PM in my country right now. I'll end it tonight. I only have knife and it's probably going to hurt. Oh well.,"it's not my responsibility to save you but i wish i could. please reconsider, talk to people you love, do something you love, watch something you love... if you want to talk you can message me, i'm not the best helper but i'll listen. &lt;3",1,0,0,596,1,Tonight is the date.. It's 4PM in my country right now. I'll end it tonight. I only have knife and it's probably going to hurt. Oh well.,2.9210370779037476,2.029038190841675,2.9118629693984985,1.8078738451004028,2.807308077812195,2.255809187889099,2.944014310836792,3.1727685928344727,1.891653835773468,2.848555326461792,2.8040249347686768,2.858943462371826,3.26609206199646,2.655670642852783,2.574642062187195,2.1254688501358032,2.5086348056793213,2.3988988399505615,3.098261833190918,3.192779064178467,597,0,"it's not my responsibility to save you but i wish i could. please reconsider, talk to people you love, do something you love, watch something you love... if you want to talk you can message me, i'm not the best helper but i'll listen. &lt;3",2.6298195123672485,1.882047951221466,3.3303518295288086,2.2215261459350586,2.477861523628235,2.091518998146057,2.4197717905044556,3.2118897438049316,1.8750644326210022,2.593762159347534,2.9626890420913696,2.0999127626419067,2.9622057676315308,3.418281078338623,2.761725068092346,2.538439154624939,2.6810734272003174,2.890322208404541,2.860303521156311,3.2257778644561768
299,Does anyone have an experience with Citalopram?. I have been put on it due to my depression getting worse. I was wondering if anyone has been put on it and what are your experiences with it? Do you find it's helped you?,I did several months on citalopram but eventually got moved onto escitalopram. I'm now taking Wellbutrin with the latter. Much improved.,0,0,2,598,1,Does anyone have an experience with Citalopram?. I have been put on it due to my depression getting worse. I was wondering if anyone has been put on it and what are your experiences with it? Do you find it's helped you?,2.907497525215149,2.037928819656372,3.340059280395508,2.249021887779236,2.7959340810775757,2.112425684928894,2.826137900352478,3.4223101139068604,2.702623724937439,3.1583070755004883,3.0466151237487793,2.585422396659851,3.2280547618865967,3.6191518306732178,2.425296664237976,1.7147636413574219,2.8766523599624634,3.2601230144500732,3.6679296493530273,3.121298313140869,599,0,I did several months on citalopram but eventually got moved onto escitalopram. I'm now taking Wellbutrin with the latter. Much improved.,2.8042306900024414,2.8220908641815186,3.024782657623291,1.3372206687927246,2.3389077186584473,2.1678740978240967,3.958116292953491,2.805609107017517,3.2988522052764893,3.3091464042663574,3.2526533603668213,3.4318082332611084,3.056264877319336,2.648592948913574,2.947620391845703,2.231545329093933,1.5235840678215027,3.194523334503174,3.6818392276763916,2.509564161300659
300,I just want to disappear. sick of everything. I hate life. I literally fuck everything up. I have anything worth living for. just done. so sad. Nothing matters anymore. Nothing makes me happy. just a failure. I just want to go away. done. Life for me.,Excuse me while I disappear,0,0,0,600,1,I just want to disappear. sick of everything. I hate life. I literally fuck everything up. I have anything worth living for. just done. so sad. Nothing matters anymore. Nothing makes me happy. just a failure. I just want to go away. done. Life for me.,3.187403678894043,1.8483721613883972,2.695196509361267,2.1399343013763428,3.1678192615509033,2.2387408018112183,2.9071625471115112,2.6952821016311646,1.6027243733406067,3.053441047668457,2.661277651786804,3.199153184890747,3.101696729660034,2.814837336540222,2.4780784845352173,2.4975593090057373,2.536991834640503,3.0287466049194336,3.7194724082946777,3.958613872528076,601,0,Excuse me while I disappear,3.2740135192871094,1.5048651099205017,3.965893507003784,2.0934890508651733,3.619988203048706,2.380963087081909,3.3008739948272705,2.764196515083313,1.5603063106536865,3.3059370517730713,3.177403211593628,3.1340272426605225,3.5562331676483154,2.783073902130127,3.0495569705963135,2.70693838596344,3.201702356338501,3.2271313667297363,3.491915702819824,3.9153597354888916
301,What do you guys continue for?. Just struggling to find a point in it all,Hope that things will get better.,0,0,0,602,1,What do you guys continue for?. Just struggling to find a point in it all,3.244230270385742,1.8759357333183289,3.425562620162964,1.834408700466156,2.9177181720733643,1.9797090888023376,3.676021099090576,2.894304871559143,1.6280998587608337,3.15191650390625,2.9977980852127075,2.87539803981781,3.4271938800811768,2.9621835947036743,2.8821903467178345,2.1677850484848022,2.818865656852722,2.936988353729248,3.4451003074645996,3.03605318069458,603,0,Hope that things will get better.,3.042661666870117,3.1267995834350586,2.734527587890625,1.5344416499137878,2.1680628061294556,2.6355552673339844,3.2099223136901855,3.5723369121551514,4.014427185058594,3.204389810562134,2.8342204093933105,3.1647064685821533,2.9407836198806763,3.1442978382110596,2.8664296865463257,2.0286781787872314,1.9320928454399109,3.146307945251465,3.2322497367858887,1.871757686138153
302,You feel like your failures in the past define you.. And becoming the opposite of that failure is a mission that's unachievable.,I don't really have any failures of consequence in the past.,0,0,0,604,1,You feel like your failures in the past define you.. And becoming the opposite of that failure is a mission that's unachievable.,2.747666358947754,2.4639984369277954,2.5214693546295166,2.4023656845092773,2.9258896112442017,2.1170449256896973,2.522415518760681,3.4673421382904053,2.0546650886535645,3.2831547260284424,2.9049850702285767,2.9599013328552246,2.9348520040512085,3.310509204864502,2.652085542678833,1.8822053670883179,2.7630282640457153,3.616750717163086,3.923124313354492,3.4548180103302,605,0,I don't really have any failures of consequence in the past.,3.3082475662231445,2.0322307348251343,2.3771796226501465,2.0972050428390503,3.053128719329834,2.1285629272460938,3.471599578857422,3.044741630554199,1.6417253613471985,3.22856068611145,3.0836308002471924,3.1523449420928955,2.7151182889938354,2.6086093187332153,2.910131573677063,2.108786940574646,2.8413665294647217,2.9859811067581177,3.65616512298584,3.8807618618011475
303,"mirtazapine increase to 30 mg after 2 days of 15mg?. i wonna take mirtazapine for adhd / lack of motivation / depression, so i thought 30mg in the morning would be nice. it has been only 2 days since i started from 15. can i already up to 30mg? what would be downsides?","Mirtazapine as far as I know is used for depression/insomnia typically. Not for adhd. I would ask your doctor about vyvance or another drug similar to that for your adhd... mirtazapine is perfectly fine to go from that dose to 30 in my opinion. It would be better if your body was introduced longer to the 15mg (2weeks) then bumped up to 30mg, but I see no complications or issues with being bumped up to 30mg this early in the game. Side effects of Mirtazapine are that it will make you tired, so the motivation and everything may be an issue with your adhd... Again look into vyvance. You may gain some weight also, that is a common side effect. Also some anxiety could occur, but that is rare. important to read up on your meds when you receive new ones. Or ask your doctor before you even get prescribed them.",0,0,0,606,1,"mirtazapine increase to 30 mg after 2 days of 15mg?. i wonna take mirtazapine for adhd / lack of motivation / depression, so i thought 30mg in the morning would be nice. it has been only 2 days since i started from 15. can i already up to 30mg? what would be downsides?",2.8221980333328247,2.7444334030151367,3.0881431102752686,1.8490543365478516,2.8379307985305786,2.387998342514038,2.7840466499328613,2.887173056602478,2.6111111640930176,2.9055562019348145,2.8905574083328247,2.721078634262085,2.903525710105896,2.8002418279647827,2.486956238746643,1.8977336883544922,2.1678448915481567,2.941257119178772,3.5661792755126953,2.723458170890808,607,0,"Mirtazapine as far as I know is used for depression/insomnia typically. Not for adhd. I would ask your doctor about vyvance or another drug similar to that for your adhd... mirtazapine is perfectly fine to go from that dose to 30 in my opinion. It would be better if your body was introduced longer to the 15mg (2weeks) then bumped up to 30mg, but I see no complications or issues with being bumped up to 30mg this early in the game. Side effects of Mirtazapine are that it will make you tired, so the motivation and everything may be an issue with your adhd... Again look into vyvance. You may gain some weight also, that is a common side effect. Also some anxiety could occur, but that is rare. important to read up on your meds when you receive new ones. Or ask your doctor before you even get prescribed them.",2.807227849960327,2.0838043689727783,3.2337403297424316,2.393615245819092,2.855007290840149,2.0210832357406616,2.189106822013855,3.4466054439544678,1.995818555355072,2.5967882871627808,3.164721727371216,2.5444393157958984,3.6120188236236572,3.288007974624634,2.0862178802490234,1.4764129519462585,2.9465818405151367,3.258687973022461,3.820819616317749,2.921555519104004
304,"Waves of melancholia ebbs and flows( how to stale the ocean of depression). Can someone out there help me in these dire times . I've been havin beautifully tragic dreams of my past. And i awake fine frm them feelin slightly sore, as one will . And once again I near the nighty times where darkness cover my eyes and nearing slumber I start wanderin near the ocean I speak of above. The wave hits me cuz I walk too close to it ig but I promise u its involuntary my being there. The caustic impotable wave suffocates me so can some distract me with smth important , like deportable Mexicans who need help Or trump and his mighty tower and how it will fall and we shall clap . Anything , even pennies or peniseseses . There was sort of a beat to what i wrote It helps me to cope with my shit So plz Don't diss Ull miss Cuz I'd be alr dead In any case discuss","You can't stop the waves, but you can learn to surf.",0,0,0,608,1,"Waves of melancholia ebbs and flows( how to stale the ocean of depression). Can someone out there help me in these dire times . I've been havin beautifully tragic dreams of my past. And i awake fine frm them feelin slightly sore, as one will . And once again I near the nighty times where darkness cover my eyes and nearing slumber I start wanderin near the ocean I speak of above. The wave hits me cuz I walk too close to it ig but I promise u its involuntary my being there. The caustic impotable wave suffocates me so can some distract me with smth important , like deportable Mexicans who need help Or trump and his mighty tower and how it will fall and we shall clap . Anything , even pennies or peniseseses . There was sort of a beat to what i wrote It helps me to cope with my shit So plz Don't diss Ull miss Cuz I'd be alr dead In any case discuss",2.7080459594726562,1.7786311507225037,3.1832385063171387,2.5446383953094482,3.136399745941162,2.0829989910125732,2.0691981315612793,3.44722580909729,1.767114520072937,2.3104476928710938,2.9795485734939575,1.9528933763504028,3.663390636444092,2.969354748725891,2.1705751419067383,1.403664469718933,3.1550707817077637,3.4049665927886963,3.7267520427703857,3.229580879211426,609,0,"You can't stop the waves, but you can learn to surf.",3.1578400135040283,2.5321738719940186,2.911380171775818,2.0927419662475586,2.593246579170227,2.3550026416778564,2.597642183303833,3.1739110946655273,2.566375255584717,3.180746555328369,3.2003517150878906,2.9619626998901367,2.9326388835906982,3.2531378269195557,2.9812346696853638,2.0517252683639526,2.4427683353424072,3.1218554973602295,3.6382477283477783,3.8392767906188965
305,i'm living in hell. hey how about we make some people in the world question everything and make them cry but let's never ever give them an answer to anything and let's make them wish they were dead and let's create horrible diseases and depression because we're fucking sadistic jerks! how about that. -life,Let there be struggles that people face so they can gain strength and have confidence when they overcome.- life,0,0,0,610,1,i'm living in hell. hey how about we make some people in the world question everything and make them cry but let's never ever give them an answer to anything and let's make them wish they were dead and let's create horrible diseases and depression because we're fucking sadistic jerks! how about that. -life,3.048788070678711,1.3382395207881927,3.547429084777832,2.5107009410858154,3.4491591453552246,1.7303228378295898,2.13836669921875,2.724655508995056,1.6231514811515808,3.07076096534729,2.4347784519195557,1.8433653712272644,2.9276353120803833,2.990551471710205,2.190196990966797,3.0138392448425293,3.103585958480835,3.036123514175415,3.1576247215270996,3.7294585704803467,611,0,Let there be struggles that people face so they can gain strength and have confidence when they overcome.- life,3.522367238998413,2.1373854875564575,2.5399361848831177,2.400560736656189,2.764236807823181,2.084806799888611,2.5142416954040527,3.473808765411377,2.0436148643493652,3.6169793605804443,2.6322094202041626,2.750823140144348,2.843477964401245,3.657111883163452,2.976389169692993,2.0258153676986694,2.8851648569107056,3.420485734939575,3.476299285888672,3.394463062286377
306,I feel so empty.... and I don't know what to do...,"What would you like to do? Hugs, hope things become better for you soon! :)",1,1,0,612,1,I feel so empty.... and I don't know what to do...,3.4425463676452637,1.99095618724823,2.3604429960250854,2.0875684022903442,3.277332067489624,2.1949589252471924,3.4433701038360596,2.4839781522750854,1.4650265872478485,2.9907872676849365,3.069547414779663,2.906994104385376,2.9658007621765137,2.450373888015747,3.258671760559082,2.0992064476013184,2.8673492670059204,2.6605156660079956,3.0293774604797363,3.631437063217163,613,0,"What would you like to do? Hugs, hope things become better for you soon! :)",3.194941759109497,2.6210955381393433,2.62865149974823,1.577468454837799,2.323971152305603,2.267404317855835,2.887399196624756,3.1541712284088135,3.228299140930176,3.076230764389038,3.044147491455078,2.7949129343032837,3.1728765964508057,3.0688064098358154,2.648342490196228,1.9498904943466187,2.0010323524475098,2.863799571990967,3.3324313163757324,2.100160837173462
307,TIL being depressed on your period is not a good combination. Didn't even think twice about hurting myself.,Pms is THE WORST. Im a darn psycho majorly depressed freak for a week then bleeding and cramps for a few days. Pregnancy is 9 months of PMS. Men cant understand..they just cant,1,0,2,614,1,TIL being depressed on your period is not a good combination. Didn't even think twice about hurting myself.,2.43900728225708,1.6433102488517761,3.302889347076416,2.095244526863098,3.2938320636749268,2.390511155128479,2.584707021713257,3.044891357421875,1.6110621094703674,3.0783894062042236,2.786624550819397,2.692196249961853,3.428868293762207,2.833264470100403,2.3809982538223267,2.4775216579437256,2.9942418336868286,3.247467517852783,3.478641986846924,4.362645864486694,615,0,Pms is THE WORST. Im a darn psycho majorly depressed freak for a week then bleeding and cramps for a few days. Pregnancy is 9 months of PMS. Men cant understand..they just cant,2.848633885383606,1.7001882195472717,2.7078641653060913,2.536120295524597,3.369809627532959,2.227348566055298,1.8879603147506714,2.835846424102783,1.5421084761619568,2.707715630531311,2.483385443687439,2.5086772441864014,2.6334264278411865,2.6440372467041016,1.7773904204368591,1.6326211094856262,3.594665765762329,2.9440882205963135,3.078166961669922,3.440091133117676
308,Fucking stupid. Fuck High Schoolers and fuck everything else,What kind of stuff do you like?,0,1,0,616,1,Fucking stupid. Fuck High Schoolers and fuck everything else,3.1682612895965576,1.7368143200874329,3.1682581901550293,2.191689372062683,3.3704776763916016,2.1736350059509277,2.4256969690322876,3.243223190307617,1.2579230666160583,2.73250150680542,2.2858082056045532,2.721179723739624,2.9601927995681763,3.2649617195129395,2.4478310346603394,2.40572726726532,3.1176297664642334,2.4678831100463867,3.1127192974090576,4.119690179824829,617,0,What kind of stuff do you like?,3.7931995391845703,2.422552704811096,3.3550000190734863,2.0113543272018433,2.740926742553711,1.747970700263977,2.997995615005493,3.305171251296997,3.2441463470458984,3.409536600112915,3.5622379779815674,3.023099660873413,3.053619146347046,3.979299783706665,3.1340150833129883,2.141016960144043,2.558743119239807,2.8054341077804565,3.807976245880127,2.595525026321411
