,seeker_post,response_post,ER_level,EX_level,IP_level,indices_seeker,familiarity_seeker,goal_support_seeker,suddenness_seeker,social_norms_seeker,not_consider_seeker,chance_responsblt_seeker,self_responsblt_seeker,other_control_seeker,pleasantness_seeker,predict_conseq_seeker,accept_conseq_seeker,predict_event_seeker,urgency_seeker,other_responsblt_seeker,self_control_seeker,chance_control_seeker,standards_seeker,goal_relevance_seeker,attention_seeker,unpleasantness_seeker,indices_response,familiarity_response,goal_support_response,suddenness_response,social_norms_response,not_consider_response,chance_responsblt_response,self_responsblt_response,other_control_response,pleasantness_response,predict_conseq_response,accept_conseq_response,predict_event_response,urgency_response,other_responsblt_response,self_control_response,chance_control_response,standards_response,goal_relevance_response,attention_response,unpleasantness_response
287,i hate myself so much. why do i always see myself like 10000 times fatter than people say i actually am? please help me i cannot understand. i just want to cut the fuckkingggg fat off my stomach,"I remember reading or hearing this and it helped me with my body dysmorphism. It said: Fat cant be a feeling because fat is an actual thing. Its just triglycerides and fatty acids in cells in your subcutaneous tissue. What you see when you look at yourself in the mirror is millions of tiny cells holding you together so you can go out and be the best you can be. So be mad at all those tiny cells that are holding you together, keeping you warm, and nourishing you. incharge of your thoughts and actions so tell your brain to shut up and tell yourself beautiful, if you want to lose weight you can and will do it the healthy way, and if you want to lose weight then perfect the way you are. I hope you have a better rest of the day!",1,0,2,1,0.4713521897792816,0.2082652449607849,0.7982306480407715,0.3233945369720459,0.6676582098007202,0.4096992611885071,0.5882391333580017,0.4576106369495392,0.18387657403945923,0.5545956492424011,0.49026668071746826,0.46476322412490845,0.6056622266769409,0.568976879119873,0.5378758311271667,0.39938831329345703,0.47307801246643066,0.4877772629261017,0.7166218757629395,0.8746241927146912,0,0.48816683888435364,0.2804240882396698,0.5341920256614685,0.3460582196712494,0.5162391662597656,0.25802668929100037,0.3419170081615448,0.5284935832023621,0.3614859879016876,0.47843897342681885,0.5821304321289062,0.42227602005004883,0.5752362012863159,0.6019618511199951,0.32780274748802185,0.2287571281194687,0.5387061238288879,0.5444223880767822,0.6906285881996155,0.5974783897399902
288,I’m okay all of the sudden. How can i be so fucking depressed thinking about suicide every single day to just being fine? been a month or two since been feeling suicidal and out of nowhere i just feel ok. What. The. Fuck.,"Thought I was ok and it passed away for half a year, but now it is coming back, and it hits twice as bad as before.",0,0,2,1,0.4135017991065979,0.1888618767261505,0.5442010760307312,0.36018747091293335,0.5926920175552368,0.301858127117157,0.42253920435905457,0.461904913187027,0.0750700905919075,0.47410404682159424,0.36725571751594543,0.35987019538879395,0.5259913206100464,0.44215521216392517,0.2962093651294708,0.2785011827945709,0.5792048573493958,0.3921172022819519,0.6189256906509399,0.751268744468689,0,0.4400523006916046,0.30704715847969055,0.5832384824752808,0.12645703554153442,0.4983482360839844,0.3936835825443268,0.47038352489471436,0.4982007145881653,0.20946122705936432,0.5407515168190002,0.486081600189209,0.4594785273075104,0.5971581339836121,0.5028597712516785,0.41557106375694275,0.3240421712398529,0.3808654844760895,0.5268726348876953,0.668289303779602,0.6933177709579468
289,Does anyone else really look foward to winter?. I just want summer to be over already.,not me. i hate cold.,0,0,0,1,0.5714771747589111,0.42628929018974304,0.4833954870700836,0.25263774394989014,0.49695679545402527,0.2578207850456238,0.4930746555328369,0.5478397011756897,0.26125824451446533,0.4832211136817932,0.5345194935798645,0.4681451916694641,0.4594229757785797,0.4382999837398529,0.42267295718193054,0.25336503982543945,0.42203786969184875,0.4924483895301819,0.5563334226608276,0.4539589285850525,0,0.5463062524795532,0.18445362150669098,0.5704511404037476,0.3042880594730377,0.5966441035270691,0.28966549038887024,0.5529114603996277,0.3795371651649475,0.04213010519742966,0.41358891129493713,0.4719301760196686,0.3570677936077118,0.5508453249931335,0.4178418219089508,0.3868462145328522,0.35211455821990967,0.5065562129020691,0.38444751501083374,0.46312105655670166,0.5755302906036377
290,"So long, zoloft. I finally got a prescription for something that isn't an ssri and doesn't have a mile long list of side effects. Of course I had to wait until one relationship faded because of my lack of emotion and the next just died for other reasons. Fucking great.",changing medication and literally have to go cold turkey. These withdrawals are not fun,0,0,0,1,0.3699457347393036,0.29309478402137756,0.6745213866233826,0.20210084319114685,0.48315489292144775,0.3739809989929199,0.47574862837791443,0.4352862536907196,0.44874703884124756,0.5619223117828369,0.4836709201335907,0.4948529601097107,0.5401208996772766,0.5185356736183167,0.3672123849391937,0.3408770263195038,0.29034870862960815,0.40902623534202576,0.6604962348937988,0.5362252593040466,0,0.5891734957695007,0.4054235517978668,0.4287063479423523,0.18428221344947815,0.5483378171920776,0.33903753757476807,0.2986985743045807,0.570539116859436,0.36268168687820435,0.5743181705474854,0.5927527546882629,0.5209406018257141,0.4303865432739258,0.6320599913597107,0.5669863820075989,0.31003451347351074,0.3048059940338135,0.45710888504981995,0.5555541515350342,0.5909562706947327
291,"I trust my cat more than i trust humans. Actually no, i dont trust humans at all.. Im so done being used and lied to.","I trust my dogs and cats more than humans. Humans are fallible. Animals are just who they are. When it comes to trust in humans, it comes down to expectations. What are your expectations? When you enter into a relationship, it is something you should talk about. If you don't, you will find that everyone has different expectations. And you will never find a relationship in which you can trust.",0,2,2,1,0.4616730511188507,0.19685013592243195,0.5204477906227112,0.4158885180950165,0.5864908695220947,0.31914353370666504,0.5679733157157898,0.5935578942298889,0.014290097169578075,0.5034530162811279,0.47620689868927,0.4347292184829712,0.6001558303833008,0.4866614043712616,0.3490850329399109,0.2505831718444824,0.5726659893989563,0.5474042296409607,0.6622524261474609,0.7338165044784546,0,0.48326918482780457,0.40205854177474976,0.5270026922225952,0.2690824568271637,0.434294730424881,0.2425452023744583,0.429971307516098,0.6545090675354004,0.41687774658203125,0.5277799367904663,0.5393543839454651,0.4174412190914154,0.5161688327789307,0.7052990794181824,0.3830092251300812,0.20086193084716797,0.4195198118686676,0.5391110777854919,0.7050704956054688,0.604069709777832
292,Depression is comforting?. Does anyone else feel like being upset and depressed all the time is comforting some what because only then do people treat you like you are worth something or it has a sense of security that no one can hurt you anymore?,"For me,I think it's comforting because it's all iv'e felt for so long, it's become weird NOT to feel bad.",0,0,2,1,0.4930442273616791,0.11531305313110352,0.5558235049247742,0.39191049337387085,0.5025566220283508,0.32000619173049927,0.3064408004283905,0.6332409381866455,0.31427478790283203,0.5177635550498962,0.4196448028087616,0.42560118436813354,0.4391593039035797,0.6536900997161865,0.33763375878334045,0.23538044095039368,0.5407435297966003,0.518826961517334,0.6841856241226196,0.6420719027519226,0,0.5393596291542053,0.2982487082481384,0.40348708629608154,0.20395639538764954,0.33757057785987854,0.20257262885570526,0.5697351098060608,0.4925781190395355,0.5174821019172668,0.44284868240356445,0.529800534248352,0.40700390934944153,0.5189224481582642,0.49934932589530945,0.4199671149253845,0.1114637702703476,0.39897266030311584,0.49788060784339905,0.5455656051635742,0.45030665397644043
293,Sister is depressed how can I help?. My sister is 4 years older than me. She has been depressed for at least 4 weeks maybe longer. We don't live in the same city. Based on your personal experience what kinds of things do you like to hear from a loved one? That makes you feel better?,"This is really sweet. Send her horrid memes, lol. Or maybe remind of something really funny that happened between you two in the past. You can mail a small box for like $5, mail her a letter and some of her favorite candy. Any small thing you can think of that just might put a smile on her face would probably help. Even if just a phone call or text.",0,0,0,1,0.47362276911735535,0.2867758274078369,0.482407808303833,0.22749260067939758,0.40670540928840637,0.2511403560638428,0.30442503094673157,0.6793268918991089,0.44723471999168396,0.524555504322052,0.5256654620170593,0.3754141330718994,0.5806324481964111,0.6939626932144165,0.341197669506073,0.23539534211158752,0.4350832402706146,0.5731448531150818,0.6658854484558105,0.43309175968170166,0,0.5073789954185486,0.3038661777973175,0.6301506757736206,0.3225504755973816,0.4412619173526764,0.24654673039913177,0.29844728112220764,0.6207323670387268,0.3726775050163269,0.415355920791626,0.5954782366752625,0.3543980121612549,0.5034584403038025,0.650803804397583,0.3570125997066498,0.266585111618042,0.48911723494529724,0.41549620032310486,0.6309223771095276,0.5700896978378296
294,I feel like I am slowly decaying in this house all alone and no one cares. Every day is the same. No one messages me. No one cares. I have nothing.,"I feel like that everyday, my family just walks past me and says nothing. But I feel its blatant disrespect, as I could be using a light and come turn it off while using it... sucks. No one texts me, when I try to play games no wants to play. I have nothing as well, and I honestly want to go...",0,0,2,1,0.5463066697120667,0.21858294308185577,0.5328187942504883,0.25195783376693726,0.5080561637878418,0.2775668501853943,0.5301455855369568,0.4778496325016022,0.19615434110164642,0.5871049165725708,0.4943174421787262,0.42919206619262695,0.45645779371261597,0.5373439788818359,0.4688834846019745,0.23022542893886566,0.4198136627674103,0.4187316298484802,0.6157031059265137,0.7520759701728821,0,0.5797790884971619,0.19533608853816986,0.4686855971813202,0.31782883405685425,0.5387071967124939,0.23131774365901947,0.4787486493587494,0.5222095847129822,0.18920572102069855,0.4345569312572479,0.4810332655906677,0.3958577513694763,0.48608145117759705,0.5355374217033386,0.521529495716095,0.3496282398700714,0.4881865680217743,0.3576967716217041,0.4851105809211731,0.6829051375389099
295,"Do any of you guys feel like me?. For some background, I'm 18 and in my freshman year of university. For a couple months now I've just been feeling sorta weird. It's like a long funk. I don't know how to describe it. If I had to choose, I'd say I feel empty or indifferent. I'm still able to laugh and find things funny, but a lot of the time I just feel like a machine, doing things because I have to. My motivation is minimal. A part of me is just not transitioning very well from high school to university. I don't like it here and I don't know how to describe it, either. Maybe out of place? Not fitting in? The environment here is just cold. I've been looking forward to sleeping more lately, but I dunno if that's just my exhaustion from late night studying/work or something else. I think I failed my chemistry exam and the course and it doesn't really phase me. I don't know what's wrong. Am I depressed? Do you guys feel similarly?","Sounds like apathy to me. I'm guessing you feel kind of lost and without a direction and you just are following the path that you feel is required of you. While apathy is one symptom of depression, it doesn't necessarily mean that you have depression. By no means am I downplaying depression or trying to convince you that nothing is wrong because there isn't any on true definition of depression. I felt like you for a while, just a few small pleasures but nothing really else. For me, it went away after a few months. If you want to talk about it more or anything, feel free to ask anything. My only advice is don't give up now, because if it goes away, you'll regret a lot of things that you stopped caring about.",1,0,2,1,0.48896273970603943,0.21557258069515228,0.5452327728271484,0.3864021301269531,0.5421260595321655,0.23507095873355865,0.3750786781311035,0.5950299501419067,0.19565920531749725,0.39834874868392944,0.5166230797767639,0.3347189724445343,0.6546540260314941,0.5681368708610535,0.32647705078125,0.10346536338329315,0.5473193526268005,0.5929816365242004,0.6843839883804321,0.534964382648468,0,0.4448171555995941,0.1837705373764038,0.5808994770050049,0.3878917694091797,0.5576785802841187,0.23914645612239838,0.3578512370586395,0.5893915891647339,0.1956087201833725,0.4411385953426361,0.5203970074653625,0.3037467300891876,0.6846522092819214,0.5768086314201355,0.3211071789264679,0.22467397153377533,0.5464920997619629,0.6402171850204468,0.7144302725791931,0.7342139482498169
296,Any tips for improved self esteem?. My self esteem is honestly so low it may as well not exist. Any help on improving it would be great.,"When my depression was at its worst, I was lost as to what would make me feel better. I thought about what the kid version of me would think was impressive if the adult version of me actually did it. I remembered I'd always been fascinated by the seemingly impossible idea of doing a triathlon. I signed up for an Olympic distance one (way way less than an Ironman but still seemed like an almost impossible feat for me at the time) and 6 months later, I crossed the finish line. It felt good to complete and it felt good to be healthier than I'd ever been. Being fit and healthy is going to help manage depression, (/r/eood and /r/fitness are both great places) but maybe that's not your bag. Can you think of any goal that you have now (or one you can resurrect from the past) that you KNOW you'd feel great about completing?",0,2,2,1,0.5289612412452698,0.4635826051235199,0.5075125098228455,0.20806951820850372,0.3647180199623108,0.2851080596446991,0.522526204586029,0.6062473654747009,0.6052454113960266,0.5347687005996704,0.5309433937072754,0.458642840385437,0.48653727769851685,0.5274054408073425,0.4479840397834778,0.21042665839195251,0.37460848689079285,0.5598123073577881,0.6531016826629639,0.40420833230018616,0,0.4471341371536255,0.26249632239341736,0.5504282712936401,0.34504178166389465,0.5036090612411499,0.24873672425746918,0.4029445946216583,0.5918628573417664,0.465395450592041,0.4312889575958252,0.518446147441864,0.2951533794403076,0.6705333590507507,0.6343620419502258,0.3271147310733795,0.12353034317493439,0.48877668380737305,0.6145603060722351,0.7516212463378906,0.5010822415351868
297,Shame. Anyone just feel deeply ashamed to be you? I'm really ashamed of what I am I hate everything about myself and just feel like a freakshow for everyone and everything to laugh at.,"Yep. Shame, guilt and regret are my primary emotions.",0,0,2,1,0.5929399728775024,0.11725284904241562,0.46518412232398987,0.4313755929470062,0.5802762508392334,0.23811373114585876,0.5009620785713196,0.6605018973350525,0.14158287644386292,0.4899497330188751,0.49749651551246643,0.487091064453125,0.5785679817199707,0.5508867502212524,0.44950070977211,0.2622468173503876,0.5887344479560852,0.4845568537712097,0.5905494093894958,0.8668727278709412,0,0.6426873207092285,0.23430611193180084,0.4211955666542053,0.3069196343421936,0.6087853908538818,0.3404562771320343,0.43099579215049744,0.5235623121261597,0.2325497418642044,0.5458941459655762,0.49411866068840027,0.5259218215942383,0.5428195595741272,0.62193363904953,0.5132079124450684,0.2074754685163498,0.510245144367218,0.5849378108978271,0.706299901008606,0.7025399804115295
298,"im so fucked. im totally fucked,my depression is so bad,i cant even open my eyes.",Hey buddy you are not alone. I spent a day where I literally didn't so much as sit up in bed a couple of weeks ago. Didn't eat or drink anything so I didn't need the bathroom which was good. I'm not at a point where I have any advice to give or anything but maybe you can find some comfort knowing that other people feel the same as you.,1,0,2,1,0.48721420764923096,0.23768727481365204,0.5582902431488037,0.28983765840530396,0.5797298550605774,0.41918858885765076,0.5455924868583679,0.58070969581604,0.04725591093301773,0.4915468692779541,0.4884905219078064,0.4197058379650116,0.6717038154602051,0.3497732877731323,0.34462493658065796,0.20430582761764526,0.46521493792533875,0.4469418525695801,0.6131626963615417,0.6702463626861572,0,0.5505909323692322,0.34285953640937805,0.46583762764930725,0.20660975575447083,0.44851478934288025,0.2553365230560303,0.530323326587677,0.5789322853088379,0.4468865990638733,0.5412989854812622,0.5620831847190857,0.487648069858551,0.5218283534049988,0.5954337120056152,0.4495352506637573,0.237883523106575,0.34099477529525757,0.5203988552093506,0.6527116298675537,0.5410252809524536
299,"I feel like Depression has made me more aware, but with less energy to handle issues.. So basically yeah, I'm not saying depression has made me smarter (lol, if only) But it basically has made me more aware regarding day to day issues going on around me, except, it took away all the energy for me to be able to react.","This has sorta happened to me too. I feel like I'm more cynical and aware, but I feel distant and like the issues don't really matter in the end.",0,0,2,1,0.5219113826751709,0.26512980461120605,0.5507721304893494,0.3422766923904419,0.5211014151573181,0.28380584716796875,0.5082452893257141,0.5570152401924133,0.22839903831481934,0.5373993515968323,0.4911164939403534,0.4923022985458374,0.5198168754577637,0.530895471572876,0.42459776997566223,0.21609359979629517,0.4301377832889557,0.6017246246337891,0.731728732585907,0.696411669254303,0,0.5707061886787415,0.24064777791500092,0.506736159324646,0.3553738296031952,0.6189324259757996,0.2535872757434845,0.5275263786315918,0.5459796786308289,0.21576012670993805,0.4927765130996704,0.5789161920547485,0.49259260296821594,0.5830725431442261,0.45436379313468933,0.45370349287986755,0.19418920576572418,0.44248631596565247,0.5394333600997925,0.6486291885375977,0.6854636669158936
300,The odds of finding someone who loves me are ridiculously low.. Like 5.135 It's actually painfully funny.,What sorts of things do you do to get yourself out there? Do you have any fun hobbies or anything? :),0,2,0,1,0.4699985086917877,0.18008001148700714,0.6437237858772278,0.3631780445575714,0.5246566534042358,0.27583378553390503,0.458699494600296,0.6001577973365784,0.09649787843227386,0.5123352408409119,0.45309072732925415,0.3764333128929138,0.5692624449729919,0.5551066994667053,0.3050099313259125,0.17139476537704468,0.5269803404808044,0.5806162357330322,0.575972318649292,0.7241157293319702,0,0.6843681335449219,0.3350062072277069,0.42934921383857727,0.2537032663822174,0.405341237783432,0.20649220049381256,0.49235302209854126,0.5156118273735046,0.52906733751297,0.6274939775466919,0.5838980078697205,0.4875711500644684,0.5062108039855957,0.6579029560089111,0.5870776176452637,0.21232496201992035,0.4056273102760315,0.5021505355834961,0.6455919742584229,0.4450695812702179
301,i hugged a pile of clothes for a long time today. thought about my ex-fiance thought about my mom,I need to do that.,0,0,0,1,0.3743142783641815,0.4668968915939331,0.7168275117874146,0.272325724363327,0.4411710798740387,0.19049595296382904,0.44676896929740906,0.6155624389648438,0.4592735469341278,0.49152815341949463,0.5650814175605774,0.37747707962989807,0.6071626543998718,0.7384661436080933,0.37127962708473206,0.27723008394241333,0.4400726556777954,0.5792259573936462,0.7006844282150269,0.5511144399642944,0,0.6207029223442078,0.36363232135772705,0.42787572741508484,0.2507495582103729,0.3926120698451996,0.27861398458480835,0.8147569894790649,0.5105779767036438,0.31077584624290466,0.695138692855835,0.6195439696311951,0.5930524468421936,0.5855938792228699,0.5697710514068604,0.6707261204719543,0.2172204703092575,0.4409034848213196,0.6069589853286743,0.6717169880867004,0.48732322454452515
302,"Apparently I should be happy that not everyone at work hates me. I had lunch with a colleague today at his invitation. After I returned to work, a fellow colleague asked where had I been and I accordingly told him. He then said, not everyone hates I am so glad.","Hm. I think they were just trying to make an off-hand joke or something. Sometimes (most of the time) co-workers berate each other. It's all banter most of the time. But if he took the time and interest to ask where you've been, I don't think he hates you. I understand why it upsets you, people like us, most people with depression, hang on to the little negative things throughout their day that most people brush off, and they eat away at us. But I want you to know, that it's okay. If it really made you uncomfortable, confront him / her about it. Or talk to HR if you want. Or your boss, or whomever. But don't hold a grudge against him / her. They most likely just didn't know how it would affect you. :c But das okay, because we're all here for you ^-^",1,0,2,1,0.4722287356853485,0.38939666748046875,0.5734209418296814,0.278464138507843,0.45250311493873596,0.29569458961486816,0.3802836239337921,0.6622459888458252,0.40962672233581543,0.4912799298763275,0.521820604801178,0.509574830532074,0.563839852809906,0.7078601121902466,0.4075562655925751,0.27289119362831116,0.4262211322784424,0.4716331958770752,0.6217410564422607,0.5940603613853455,0,0.614501416683197,0.08929422497749329,0.4809798002243042,0.47053083777427673,0.6129140257835388,0.20423197746276855,0.3341161906719208,0.583471417427063,0.1152338832616806,0.4160592555999756,0.4888354539871216,0.26103532314300537,0.5857788324356079,0.6502925753593445,0.3730541169643402,0.18380412459373474,0.629105269908905,0.5694765448570251,0.6320277452468872,0.8391956686973572
303,Some one kill me please. Fuck this life fuck existence fuck everything fuck fuck,I want to sign up to that as well.,0,0,2,1,0.49246126413345337,0.23669925332069397,0.48889294266700745,0.2478688508272171,0.3150591552257538,0.3128213584423065,0.31027454137802124,0.5001805424690247,0.29140108823776245,0.5708774328231812,0.36614879965782166,0.29561492800712585,0.4278283417224884,0.4594774544239044,0.3209775984287262,0.2990597188472748,0.4014858603477478,0.33947306871414185,0.5608768463134766,0.4760468602180481,0,0.6332664489746094,0.7248297333717346,0.21311001479625702,0.023856496438384056,0.07061730325222015,0.1926484853029251,0.8399732708930969,0.6101882457733154,0.9014670848846436,0.7244342565536499,0.7275918126106262,0.6713164448738098,0.508266031742096,0.6130399107933044,0.7159051895141602,0.19607098400592804,0.15976114571094513,0.5473287105560303,0.7239266633987427,0.09252522885799408
304,I just want to stay home and lie down in the dark and curl up under the blankets until it gets better. Spoiler alert: it won't get better,"Then find something that you can put your all into and work on it. You need a distraction that doubles as a skill. Work towards that thing and put whatever you create on the internet. NaNoWriMo is going on, could take a crack at writing a book (every first book isn't good, don't worry, just have fun).",0,0,0,1,0.3949771225452423,0.3183138072490692,0.5881624221801758,0.198523610830307,0.671845555305481,0.4811824560165405,0.34166303277015686,0.5966864228248596,0.3402593433856964,0.47602584958076477,0.5826759934425354,0.48432666063308716,0.5205284953117371,0.6802570223808289,0.3947564661502838,0.4786716103553772,0.25214052200317383,0.5569103956222534,0.6186758279800415,0.7541048526763916,0,0.5286215543746948,0.32020649313926697,0.391206294298172,0.2782869338989258,0.35563924908638,0.2446766346693039,0.4015480875968933,0.5672649145126343,0.3266526162624359,0.46522167325019836,0.5577704906463623,0.37880054116249084,0.40804529190063477,0.6831808090209961,0.39161112904548645,0.1782345026731491,0.42104384303092957,0.44709718227386475,0.6931201219558716,0.5181249380111694
305,How can I tell my mom that I have depression and why without crying?. Crying near people is the worst,"You really shouldn't be ashamed to cry in front of your mom. I understand it's embarrassing sometimes but hopefully she will understand how hard it is for you. She's seen you cry before, she knows you're human.",1,0,0,1,0.4461424648761749,0.12577493488788605,0.6036236882209778,0.3487240672111511,0.7717863321304321,0.433033287525177,0.18694712221622467,0.5733951330184937,0.0017426976701244712,0.37334612011909485,0.49669474363327026,0.5618534684181213,0.6123153567314148,0.6318379044532776,0.394363671541214,0.4151794910430908,0.5217966437339783,0.4361955523490906,0.7491662502288818,1.0354937314987183,0,0.4739624559879303,0.21404732763767242,0.6693925857543945,0.33395224809646606,0.5575062036514282,0.31883639097213745,0.33942005038261414,0.6322793960571289,0.25025710463523865,0.5343831777572632,0.4790355861186981,0.5024415850639343,0.6501621007919312,0.7217518091201782,0.3763428032398224,0.3504210412502289,0.5116852521896362,0.5272445678710938,0.6948481202125549,0.7386333346366882
306,Tonight is the date.. It's 4PM in my country right now. I'll end it tonight. I only have knife and it's probably going to hurt. Oh well.,"it's not my responsibility to save you but i wish i could. please reconsider, talk to people you love, do something you love, watch something you love... if you want to talk you can message me, i'm not the best helper but i'll listen. &lt;3",1,0,0,1,0.4802592694759369,0.2572595477104187,0.47796574234962463,0.2019684612751007,0.4518270194530487,0.3139522969722748,0.486003577709198,0.5431921482086182,0.222913458943367,0.462138831615448,0.4510062336921692,0.46473586559295654,0.566523015499115,0.4139176607131958,0.3936605155467987,0.2813672125339508,0.3771587014198303,0.3497247099876404,0.5245654582977295,0.5481947660446167,0,0.40745487809181213,0.22051198780536652,0.5825879573822021,0.30538153648376465,0.3694653809070587,0.2728797495365143,0.3549429476261139,0.5529724359512329,0.21876610815525055,0.39844053983688354,0.4906722605228424,0.2749781906604767,0.4905514419078827,0.6045702695846558,0.44043126702308655,0.38460978865623474,0.42026835680007935,0.47258055210113525,0.46507588028907776,0.5564444661140442
307,Does anyone have an experience with Citalopram?. I have been put on it due to my depression getting worse. I was wondering if anyone has been put on it and what are your experiences with it? Do you find it's helped you?,I did several months on citalopram but eventually got moved onto escitalopram. I'm now taking Wellbutrin with the latter. Much improved.,0,0,2,1,0.47687438130378723,0.259482204914093,0.585014820098877,0.31225547194480896,0.4489835202693939,0.2781064212322235,0.4565344750881195,0.6055775284767151,0.42565593123435974,0.5395767688751221,0.5116537809371948,0.39635559916496277,0.5570136904716492,0.6547879576683044,0.356324166059494,0.17869091033935547,0.46916308999061584,0.5650307536125183,0.6669824123382568,0.5303245782852173,0,0.45105767250061035,0.45552271604537964,0.5061956644058228,0.08430516719818115,0.3347269296646118,0.29196852445602417,0.7395290732383728,0.4514022767543793,0.5747130513191223,0.5772866010665894,0.5631633400917053,0.6079520583152771,0.514066219329834,0.41214823722839355,0.4869050979614258,0.3078863322734833,0.13089601695537567,0.5486308336257935,0.6704598069190979,0.3773910403251648
308,I just want to disappear. sick of everything. I hate life. I literally fuck everything up. I have anything worth living for. just done. so sad. Nothing matters anymore. Nothing makes me happy. just a failure. I just want to go away. done. Life for me.,Excuse me while I disappear,0,0,0,1,0.5468509197235107,0.2120930403470993,0.4237991273403168,0.2849835753440857,0.5419548153877258,0.30968520045280457,0.4767906367778778,0.42382052540779114,0.15068109333515167,0.5133602619171143,0.41531941294670105,0.5497882962226868,0.5254241824150085,0.45370933413505554,0.3695196211338043,0.3743898272514343,0.38424795866012573,0.5071866512298584,0.6798681020736694,0.739653468132019,0,0.5685033798217773,0.12621627748012543,0.741473376750946,0.27337226271629333,0.6549970507621765,0.3452407717704773,0.5752184987068176,0.44104912877082825,0.14007657766342163,0.5764842629432678,0.544350802898407,0.5335068106651306,0.6390582919120789,0.44576847553253174,0.5123892426490784,0.42673459649086,0.5504255890846252,0.5567828416824341,0.622978925704956,0.7288399338722229
309,What do you guys continue for?. Just struggling to find a point in it all,Hope that things will get better.,0,0,0,1,0.5610575675964355,0.21898393332958221,0.606390655040741,0.208602175116539,0.47942954301834106,0.2449272722005844,0.669005274772644,0.47357621788978577,0.15702496469020844,0.5379791259765625,0.4994495213031769,0.4688495099544525,0.6067984700202942,0.4905458986759186,0.4705475866794586,0.29194626212120056,0.45471641421318054,0.484247088432312,0.6112750768661499,0.509013295173645,0,0.5106654167175293,0.5316998958587646,0.43363189697265625,0.13361041247844696,0.2920157015323639,0.4088888168334961,0.5524805784225464,0.6430842280387878,0.7536067962646484,0.5510974526405334,0.45855510234832764,0.5411766171455383,0.48519590497016907,0.5360744595527649,0.4666074216365814,0.25716954469680786,0.23302321135997772,0.5365769863128662,0.5580624341964722,0.21793942153453827
310,You feel like your failures in the past define you.. And becoming the opposite of that failure is a mission that's unachievable.,I don't really have any failures of consequence in the past.,0,0,0,1,0.4369165897369385,0.36599960923194885,0.38036733865737915,0.35059142112731934,0.4814724028110504,0.2792612314224243,0.3806038796901703,0.6168355345726013,0.2636662721633911,0.5707886815071106,0.47624626755714417,0.48997533321380615,0.4837130010128021,0.5776273012161255,0.41302138566970825,0.22055134177207947,0.44075706601142883,0.6541876792907715,0.730781078338623,0.61370450258255,0,0.5770618915557861,0.25805768370628357,0.3442949056625366,0.2743012607097626,0.5132821798324585,0.28214073181152344,0.6178998947143555,0.5111854076385498,0.16043134033679962,0.5571401715278625,0.5209077000617981,0.5380862355232239,0.42877957224845886,0.40215232968330383,0.47753289341926575,0.2771967351436615,0.4603416323661804,0.4964952766895294,0.66404128074646,0.7201904654502869
311,"mirtazapine increase to 30 mg after 2 days of 15mg?. i wonna take mirtazapine for adhd / lack of motivation / depression, so i thought 30mg in the morning would be nice. it has been only 2 days since i started from 15. can i already up to 30mg? what would be downsides?","Mirtazapine as far as I know is used for depression/insomnia typically. Not for adhd. I would ask your doctor about vyvance or another drug similar to that for your adhd... mirtazapine is perfectly fine to go from that dose to 30 in my opinion. It would be better if your body was introduced longer to the 15mg (2weeks) then bumped up to 30mg, but I see no complications or issues with being bumped up to 30mg this early in the game. Side effects of Mirtazapine are that it will make you tired, so the motivation and everything may be an issue with your adhd... Again look into vyvance. You may gain some weight also, that is a common side effect. Also some anxiety could occur, but that is rare. important to read up on your meds when you receive new ones. Or ask your doctor before you even get prescribed them.",0,0,0,1,0.4555495083332062,0.4361083507537842,0.5220357775688171,0.2122635841369629,0.45948269963264465,0.3469995856285095,0.44601166248321533,0.4717932641506195,0.4027777910232544,0.4763890504837036,0.4726393520832062,0.43026965856552124,0.475881427526474,0.4500604569911957,0.37173905968666077,0.22443342208862305,0.2919612228870392,0.485314279794693,0.6415448188781738,0.430864542722702,0,0.4518069624900818,0.2709510922431946,0.5584350824356079,0.34840381145477295,0.46375182271003723,0.2552708089351654,0.29727670550346375,0.6116513609886169,0.248954638838768,0.3991970717906952,0.541180431842804,0.3861098289489746,0.6530047059059143,0.5720019936561584,0.27155447006225586,0.11910323798656464,0.4866454601287842,0.5646719932556152,0.7052049040794373,0.480388879776001
